RAW:Pc,RAW:Pc + m,RAW:Ph,RAW:Ph + m,RAW:Pc',dMeasure,drMeasure,Pc,PcPlusM,HpPlusM,Ph,Yvalue
-82.955,-82.889,-82.893,-82.779,-82.881,8.702672935657047e-14,1.0171851236832161,5.064073495238503e-12,5.163376963693499e-12,5.180400218905523e-12,5.3387827926418395e-12,1.0542467042908505
-82.898,-82.934,-82.882,-82.917,-82.831,7.977095625390782e-14,1.0155469355496956,5.130976197780005e-12,5.10856249862425e-12,5.189799754605625e-12,5.168405878823988e-12,1.0072948459710604
-82.807,-82.88,-82.986,-82.966,-82.807,0.0,1.0,5.2396225190593816e-12,5.152286445817561e-12,5.0280547728063866e-12,5.051263219145952e-12,0.9640509790107468
-82.799,-82.847,-82.862,-82.915,-82.991,-2.2701381364292615e-13,0.9567533686182457,5.249283155466835e-12,5.134831917652824e-12,5.060178293909155e-12,4.940670430141703e-12,0.9412085962625716
-82.959,-82.904,-82.858,-82.923,-82.923,4.211331539621742e-14,1.0083237577615483,5.059411458459376e-12,5.13442071549585e-12,5.199509193698347e-12,5.133109760402756e-12,1.0145665760827094
-82.81,-82.837,-82.97,-82.904,-82.925,-1.3682839010879902e-13,0.9738677853286337,5.236004365857495e-12,5.16934611381839e-12,4.978198780580877e-12,5.021271094065197e-12,0.9589890961144889
-82.857,-82.84,-82.746,-82.862,-82.904,-5.575266940353263e-14,0.9892361988514236,5.179645056050328e-12,5.186021797984269e-12,5.285859986485337e-12,5.131870698677968e-12,0.9907765190750755
-82.866,-82.899,-82.843,-82.907,-82.9,-4.030841440393526e-14,0.9922017758401637,5.168922254317573e-12,5.119717779257599e-12,5.176214993392077e-12,5.0901228385801256e-12,0.9847551555507288
-82.878,-82.906,-82.864,-82.912,-82.932,-6.369601260145074e-14,0.9876430227771067,5.154659707832382e-12,5.105609287094612e-12,5.139455172868899e-12,5.066690506511961e-12,0.9829340429229976
-83.076,-82.896,-82.787,-82.86,-82.93,1.683794145216599e-13,1.034189204433188,4.924929296050282e-12,5.175434497433307e-12,5.347997225006132e-12,5.302352880396926e-12,1.0766353305111065
-82.942,-82.838,-82.888,-82.96,-82.762,2.1494100652407695e-13,1.0423174293933057,5.079254803650209e-12,5.256090438504066e-12,5.2502748227499564e-12,5.219452374924205e-12,1.02760199609857
-82.881,-82.844,-82.839,-82.904,-82.787,1.1270729315022952e-13,1.0218802368884385,5.151100224595073e-12,5.223349653398235e-12,5.2575110847991896e-12,5.208422856509468e-12,1.0111282307497522
-82.904,-82.982,-82.847,-82.941,-82.896,9.447257156096346e-15,1.0018437657240258,5.1238923866467956e-12,5.0350497299956974e-12,5.196308999641604e-12,5.087509922815511e-12,0.9928994480980711
-82.745,-82.844,-82.953,-82.896,-82.931,-2.2282392715495847e-13,0.9580760857350213,5.3149599950664826e-12,5.139466848321938e-12,4.954994160755484e-12,4.966221698436673e-12,0.9343855274633263
-82.769,-82.791,-82.811,-82.802,-82.963,-2.3091573441188714e-13,0.9563128688460022,5.285669448009887e-12,5.2012326702216405e-12,5.119341002884742e-12,5.072471530429197e-12,0.9596649166812803
-82.989,-82.92,-82.811,-82.859,-82.905,9.812998768462294e-14,1.0195299775626023,5.024582714960767e-12,5.12958249667522e-12,5.283863863932997e-12,5.250857781269894e-12,1.0450336036135677
-82.885,-82.889,-82.83,-82.839,-82.81,8.964629572023538e-14,1.0174193661806055,5.14635807013726e-12,5.164031855284415e-12,5.256770258910929e-12,5.2683921600142515e-12,1.0237127087182523
-82.931,-82.901,-82.805,-82.773,-82.92,1.291393184254025e-14,1.0025360539605213,5.092136067911524e-12,5.1306615518432516e-12,5.248492976005898e-12,5.2904888566591405e-12,1.038952766796149
-82.898,-82.91,-82.926,-82.83,-82.826,8.577350529602261e-14,1.0167168004663778,5.130976197780005e-12,5.138261731727079e-12,5.1408887349040625e-12,5.2762772400228276e-12,1.0283184011466842
-82.836,-82.809,-82.842,-82.917,-82.832,4.795961580338971e-15,1.0009214583192978,5.204751511705225e-12,5.238409129627029e-12,5.199963827373783e-12,5.1121746328188115e-12,0.9822130069652292
-82.898,-82.847,-82.813,-82.856,-82.932,-4.001250254907396e-14,0.9922017758401636,5.130976197780005e-12,5.1815822454262865e-12,5.2123824598497414e-12,5.150828473808138e-12,1.0038691031224667
-82.788,-82.9,-82.926,-82.943,-82.835,-5.664553278769383e-14,0.9892361988514237,5.262595620803177e-12,5.114452456716714e-12,5.0696792158622034e-12,5.035601247058124e-12,0.9568664609441512
-82.753,-82.763,-82.838,-82.928,-82.862,-1.3149328807835935e-13,0.975214163226414,5.3051784888089775e-12,5.26010359485515e-12,5.136608542833867e-12,4.997034840022376e-12,0.941916440806541
-82.926,-82.759,-82.745,-82.86,-82.848,9.238811971476452e-14,1.0181224173776957,5.098001982256051e-12,5.320951204417336e-12,5.361154054923865e-12,5.245359409291755e-12,1.0289049371790344
-82.773,-82.89,-82.847,-82.856,-82.85,-9.280301848762632e-14,0.9824263447582707,5.2808034077772355e-12,5.117235761202358e-12,5.145183861819742e-12,5.111235586854224e-12,0.9678897683119045
-82.754,-82.87,-82.857,-82.872,-82.903,-1.788847246335877e-13,0.9662733460366015,5.303957066945344e-12,5.119442511562304e-12,5.090202693733534e-12,5.027622511491531e-12,0.9479003031197311
-82.927,-82.959,-82.856,-82.954,-82.969,-4.905312404479407e-14,0.990375754969249,5.096828259054277e-12,5.047148177448177e-12,5.156311288697546e-12,5.028449832475235e-12,0.986584121908057
-82.846,-82.947,-82.969,-82.846,-82.932,-1.0181722017788729e-13,0.9803925446044219,5.192780915408819e-12,5.0479561553285e-12,4.996866524920539e-12,5.116418000275404e-12,0.9852944084533165
-82.872,-82.96,-82.834,-82.835,-82.91,-4.4967699563649145e-14,0.9912883449478924,5.161786054966722e-12,5.047004695140236e-12,5.184665090558087e-12,5.172224313342746e-12,1.0020222183300256
-82.806,-82.978,-82.813,-82.97,-82.868,-7.428669997078755e-14,0.9858253917099975,5.240829125640294e-12,5.018753652862334e-12,5.195245361138884e-12,4.990897950657185e-12,0.9523107567540521
-82.758,-82.895,-82.977,-82.77,-82.821,-7.631502415982702e-14,0.9855984231565965,5.299074190947541e-12,5.115443018989707e-12,5.000327836343121e-12,5.2272162496319425e-12,0.986439529108999
-82.879,-82.821,-82.908,-82.749,-82.94,-7.187851460342926e-14,0.9860524125308565,5.1534729402090286e-12,5.204789538136857e-12,5.083236022695385e-12,5.2561581037102785e-12,1.0199254298397626
-82.826,-82.952,-82.907,-82.884,-82.902,-9.049713337319717e-14,0.9826525828295277,5.216749703076028e-12,5.044948558429531e-12,5.075105582696478e-12,5.079670349282733e-12,0.9737232258407056
-82.761,-82.761,-82.764,-82.855,-82.871,-1.3244024719077704e-13,0.9749896377173887,5.295414984166679e-12,5.262304922368985e-12,5.225538180608092e-12,5.08270073467918e-12,0.9598304854060511
-82.921,-82.757,-82.7,-82.846,-82.997,-8.85390428064955e-14,0.9826525828295357,5.103874653873093e-12,5.278159727656328e-12,5.3260484422992856e-12,5.126376633303947e-12,1.0044088033027572
-82.872,-82.882,-82.906,-82.971,-82.845,3.2190680103359525e-14,1.0062363452806002,5.161786054966722e-12,5.157961946504511e-12,5.137628630296654e-12,5.06959409390489e-12,0.9821395230100395
-82.864,-82.84,-82.911,-82.909,-82.91,-5.4484823766551674e-14,0.9894640051300763,5.171303179169625e-12,5.186338759393513e-12,5.088397888186766e-12,5.077133064199687e-12,0.9817898677166597
-82.954,-82.876,-82.899,-82.963,-82.814,1.6594437228806584e-13,1.0327614057613959,5.06523967550883e-12,5.198520156098461e-12,5.212767069002616e-12,5.1792119928140494e-12,1.0225008735235752
-82.902,-82.902,-82.957,-82.894,-82.775,1.5211949811293816e-13,1.0296746007038347,5.126252569702831e-12,5.1642824442310656e-12,5.1378016891685985e-12,5.249793802068251e-12,1.0240997162519019
-82.878,-82.861,-82.898,-82.865,-82.78,1.1763890639583972e-13,1.0228218569340455,5.154659707832382e-12,5.2042863495337445e-12,5.189795650977925e-12,5.258341759483427e-12,1.020114237898867
-82.948,-82.97,-82.923,-82.922,-82.952,-4.669557153700237e-15,0.9990793899844597,5.07224239892653e-12,5.045445586346852e-12,5.099189995278744e-12,5.0991974107291215e-12,1.0053142199608394
-82.93,-82.862,-83.001,-82.841,-82.888,4.949560891597669e-14,1.0097177712423442,5.093308710571942e-12,5.186059102959612e-12,5.035466247329742e-12,5.235884474829833e-12,1.0279927591983484
-82.939,-82.872,-82.884,-82.822,-82.927,1.4063618370536055e-14,1.0027669229965848,5.082764640683741e-12,5.165301959559356e-12,5.1545750084978994e-12,5.232104434267503e-12,1.0293816070861137
-82.762,-82.883,-82.882,-82.934,-82.698,7.859584589081079e-14,1.0148456628180935,5.294195810174286e-12,5.1683775628781815e-12,5.189212199424077e-12,5.14756664397888e-12,0.9723037886294994
-82.718,-82.81,-82.916,-82.867,-82.707,1.3563085201623698e-14,1.0025360539605255,5.3481059207482714e-12,5.239395137157901e-12,5.116535633147581e-12,5.17790451690081e-12,0.9681753865069957
-82.829,-82.821,-82.769,-82.894,-82.837,-9.594133054223011e-15,0.9981596274917245,5.2131473443998135e-12,5.220360633524159e-12,5.280872381482776e-12,5.12850857869288e-12,0.9837643634228264
-82.922,-82.923,-82.779,-83.002,-82.742,2.159331291323981e-13,1.0423174293933015,5.102699578594397e-12,5.155508056138693e-12,5.381479310190611e-12,5.171514661983279e-12,1.0134860150649585
-82.865,-82.793,-82.869,-82.796,-82.812,6.348107218103215e-14,1.012278469995112,5.170112579686547e-12,5.272410588115115e-12,5.197093458354755e-12,5.300521288636254e-12,1.0252235723960992
-82.927,-82.923,-82.81,-82.814,-82.903,2.8244083257478916e-14,1.0055415018560425,5.096828259054277e-12,5.108585794669963e-12,5.250126407486235e-12,5.252367110240005e-12,1.030516792656182
-82.803,-82.864,-82.908,-82.951,-82.737,8.030892331042652e-14,1.0153131241457627,5.244450612819528e-12,5.191380409997231e-12,5.159329741652313e-12,5.128971520373046e-12,0.9779807074235374
-82.819,-82.803,-82.762,-82.788,-82.76,7.146954875276152e-14,1.0136779508886504,5.225164890163819e-12,5.262318000007718e-12,5.3299305845506665e-12,5.3161977823677484e-12,1.0174220132986225
-82.889,-82.95,-82.761,-82.846,-82.904,-1.772789470756088e-14,0.9965520801347681,5.1416202813543564e-12,5.0654751090701545e-12,5.286551036812899e-12,5.179484994378148e-12,1.007364354221393
-82.819,-82.788,-83.064,-82.863,-82.759,7.268928432482578e-14,1.01391138573668,5.225164890163819e-12,5.280767941884383e-12,4.97490083833849e-12,5.227011016073547e-12,1.000353314383093
-82.888,-82.795,-82.845,-82.839,-82.879,1.0668620721110214e-14,1.002074475336478,5.142804319487918e-12,5.2567873062810675e-12,5.199311045430637e-12,5.2091589037649075e-12,1.0129024127994815
-82.891,-82.816,-82.789,-82.927,-82.865,3.085955685168875e-14,1.0060046774724989,5.1392530228348584e-12,5.236490442347326e-12,5.276813781304354e-12,5.119972926693044e-12,0.9962484633357904
-82.758,-82.767,-82.917,-82.816,-82.833,-9.072612220546859e-14,0.9828788730000314,5.299074190947541e-12,5.265422618761696e-12,5.063214600530823e-12,5.1607309614803025e-12,0.9738929434685832
-82.861,-82.882,-82.861,-82.811,-82.918,-6.747511936283526e-14,0.9869610187296468,5.174876622934784e-12,5.133045496637963e-12,5.141139063253367e-12,5.18419253056856e-12,1.0018002183071357
